1.000000000000000000e+00,3.425076452599388199e-01,2.094801223241590238e-01,2.171253822629969354e-01,2.186544342507645289e-01,5.351681957186544061e-03,6.116207951070336442e-03,1.032110091743119323e-02,4.204892966360856271e-02,9.556574923547399986e-03,4.969418960244648305e-03,1.834862385321101019e-02,4.969418960244648305e-03,1.185015290519877626e-02,3.822629969418960276e-04,5.733944954128440685e-03,5.733944954128440685e-03,8.792048929663608473e-03,3.058103975535168221e-03,9.938837920489296610e-03,1.146788990825688137e-02,3.440366972477064411e-03,1.337920489296636102e-02,4.587155963302752548e-03,3.822629969418960276e-04,9.556574923547399986e-03,2.293577981651376274e-03,4.969418960244648305e-03,6.116207951070336442e-03,9.938837920489296610e-03
3.363914373088685017e-01,1.000000000000000000e+00,2.140672782874617763e-01,2.324159021406727865e-01,2.278287461773700340e-01,8.792048929663608473e-03,7.262996941896024579e-03,5.733944954128440685e-03,4.090214067278287458e-02,7.262996941896024579e-03,2.675840978593272031e-03,1.108562691131498475e-02,7.645259938837920335e-03,6.498470948012232198e-03,1.911314984709480084e-03,5.351681957186544061e-03,4.969418960244648305e-03,5.733944954128440685e-03,3.058103975535168221e-03,1.261467889908256951e-02,6.880733944954128822e-03,5.351681957186544061e-03,1.070336391437308812e-02,6.498470948012232198e-03,6.498470948012232198e-03,4.969418960244648305e-03,5.733944954128440685e-03,9.938837920489296610e-03,6.498470948012232198e-03,8.027522935779816959e-03
2.079510703363914303e-01,2.171253822629969354e-01,1.000000000000000000e+00,2.553516819571865493e-01,2.339449541284403800e-01,7.262996941896024579e-03,5.351681957186544061e-03,1.223241590214067288e-02,4.701834862385321362e-02,8.409785932721711849e-03,2.293577981651376274e-03,8.409785932721711849e-03,9.174311926605505096e-03,8.409785932721711849e-03,6.498470948012232198e-03,8.027522935779816959e-03,6.116207951070336442e-03,2.675840978593272031e-03,4.969418960244648305e-03,9.174311926605505096e-03,9.556574923547399986e-03,7.262996941896024579e-03,7.262996941896024579e-03,8.027522935779816959e-03,5.351681957186544061e-03,6.116207951070336442e-03,1.529051987767584110e-03,1.261467889908256951e-02,2.675840978593272031e-03,1.223241590214067288e-02
2.171253822629969354e-01,2.308868501529051931e-01,2.706422018348623726e-01,1.000000000000000000e+00,5.168195718654434723e-01,9.938837920489296610e-03,1.032110091743119323e-02,8.792048929663608473e-03,3.899082568807339666e-02,1.223241590214067288e-02,1.146788990825688137e-03,1.261467889908256951e-02,4.204892966360855924e-03,9.938837920489296610e-03,3.822629969418960276e-04,2.675840978593272031e-03,2.675840978593272031e-03,2.675840978593272031e-03,3.440366972477064411e-03,1.223241590214067288e-02,1.146788990825688137e-02,1.529051987767584110e-03,8.409785932721711849e-03,1.108562691131498475e-02,2.293577981651376274e-03,8.409785932721711849e-03,2.675840978593272031e-03,9.938837920489296610e-03,3.822629969418960168e-03,9.174311926605505096e-03
2.018348623853211121e-01,2.278287461773700340e-01,2.415902140672782916e-01,5.152905198776758233e-01,1.000000000000000000e+00,7.645259938837920335e-03,8.027522935779816959e-03,1.146788990825688137e-02,4.128440366972477293e-02,9.174311926605505096e-03,3.058103975535168221e-03,8.792048929663608473e-03,1.146788990825688137e-02,8.027522935779816959e-03,2.675840978593272031e-03,4.587155963302752548e-03,6.880733944954128822e-03,2.293577981651376274e-03,6.880733944954128822e-03,1.108562691131498475e-02,1.146788990825688137e-02,4.204892966360855924e-03,7.262996941896024579e-03,9.556574923547399986e-03,4.204892966360855924e-03,4.969418960244648305e-03,4.587155963302752548e-03,1.032110091743119323e-02,4.587155963302752548e-03,1.070336391437308812e-02
3.822629969418960168e-03,6.880733944954128822e-03,5.733944954128440685e-03,4.969418960244648305e-03,4.587155963302752548e-03,1.000000000000000000e+00,2.293577981651376274e-02,2.446483180428134577e-02,7.645259938837919989e-02,1.391437308868501421e-01,1.574923547400611523e-01,1.681957186544342370e-02,2.752293577981651529e-02,4.740061162079510504e-02,3.363914373088684739e-02,8.409785932721711849e-03,9.938837920489296610e-03,2.293577981651376274e-03,6.880733944954128822e-03,2.752293577981651529e-02,1.376146788990825764e-02,4.587155963302752548e-03,3.058103975535168221e-03,7.262996941896024579e-03,5.733944954128440685e-03,3.440366972477064411e-03,3.822629969418960168e-03,8.409785932721711849e-03,2.293577981651376274e-03,7.262996941896024579e-03
7.262996941896024579e-03,7.262996941896024579e-03,6.116207951070336442e-03,8.027522935779816959e-03,8.792048929663608473e-03,3.363914373088684739e-02,1.000000000000000000e+00,6.666666666666666297e-01,5.275229357798164598e-01,9.938837920489296263e-02,1.055045871559633086e-01,6.422018348623853568e-02,2.140672782874617625e-02,6.422018348623853568e-02,1.681957186544342370e-02,7.645259938837920335e-03,9.174311926605505096e-03,1.529051987767584110e-03,5.351681957186544061e-03,2.446483180428134577e-02,1.223241590214067288e-02,7.645259938837920552e-04,5.351681957186544061e-03,8.409785932721711849e-03,1.146788990825688137e-03,8.792048929663608473e-03,0.000000000000000000e+00,9.938837920489296610e-03,1.911314984709480084e-03,9.174311926605505096e-03
8.027522935779816959e-03,5.351681957186544061e-03,1.032110091743119323e-02,4.204892966360855924e-03,9.938837920489296610e-03,2.905198776758409832e-02,6.177370030581039728e-01,1.000000000000000000e+00,8.990825688073394995e-01,1.345565749235473896e-01,1.345565749235473896e-01,6.422018348623853568e-02,3.822629969418959994e-02,1.559633027522935866e-01,3.363914373088684739e-02,2.752293577981651529e-02,2.293577981651376274e-02,9.174311926605505096e-03,9.938837920489296610e-03,2.446483180428134577e-02,1.758409785932721695e-02,8.792048929663608473e-03,2.293577981651376274e-03,3.440366972477064411e-03,3.822629969418960168e-03,9.556574923547399986e-03,1.529051987767584110e-03,8.027522935779816959e-03,3.058103975535168221e-03,1.032110091743119323e-02
4.587155963302752548e-02,5.198776758409785759e-02,5.772171253822629827e-02,4.243119266055046107e-02,5.389908256880734244e-02,9.633027522935780351e-02,5.825688073394494904e-01,9.694189602446483534e-01,1.000000000000000000e+00,1.452599388379204881e-01,1.039755351681957152e-01,8.103975535168195243e-02,7.186544342507644734e-02,1.559633027522935866e-01,3.975535168195718644e-02,2.446483180428134577e-02,1.605504587155963392e-02,1.070336391437308812e-02,5.351681957186544061e-03,3.134556574923547112e-02,1.911314984709479997e-02,7.645259938837920335e-03,1.223241590214067288e-02,7.262996941896024579e-03,4.204892966360855924e-03,1.032110091743119323e-02,1.911314984709480084e-03,1.376146788990825764e-02,6.116207951070336442e-03,2.102446483180428136e-02
5.351681957186544061e-03,3.440366972477064411e-03,4.204892966360855924e-03,5.351681957186544061e-03,4.204892966360855924e-03,1.269113149847094779e-01,9.174311926605505096e-02,1.330275229357798239e-01,1.070336391437308882e-01,1.000000000000000000e+00,3.623853211009174236e-01,5.657492354740061014e-02,2.293577981651376274e-02,8.715596330275229842e-02,3.822629969418959994e-02,3.058103975535168221e-03,3.058103975535168221e-03,3.822629969418960168e-03,1.758409785932721695e-02,1.605504587155963392e-02,1.376146788990825764e-02,4.587155963302752548e-03,3.058103975535168221e-03,6.116207951070336442e-03,1.911314984709480084e-03,7.645259938837920335e-03,0.000000000000000000e+00,4.969418960244648305e-03,0.000000000000000000e+00,3.440366972477064411e-03
